,symbol,exchange,type,organ_short_name,organ_name,product_grp_id
1629,BCV,UPCOM,STOCK,DL và TM Bằng Giang Cao Bằng - Vimico,Công ty Cổ phần Du lịch và Thương mại Bằng Giang Cao Bằng - Vimico,UPX
1630,BCR,UPCOM,STOCK,BCG Land,Công ty Cổ phần BCG Land,UPX
1631,BCP,UPCOM,STOCK,Dược Enlie,Công ty Cổ phần Dược Enlie,UPX
1632,BCO,DELISTED,STOCK,Xây dựng Bình Phước,Công ty Cổ phần Xây dựng Bình Phước,
1633,BCM,HSX,STOCK,Becamex Group,Tập đoàn Đầu tư và Phát triển Công nghiệp Becamex - CTCP,STO
1634,BCG,HSX,STOCK,Bamboo Capital,Công ty Cổ phần Tập đoàn Bamboo Capital,STO
1635,BCF,HNX,STOCK,Thực phẩm Bích Chi,Công ty Cổ phần Thực phẩm Bích Chi,STX
1636,BCE,HSX,STOCK,XD và GT Bình Dương,Công ty Cổ phần Xây dựng và Giao thông Bình Dương,STO
1637,BCC,HNX,STOCK,Xi măng Bỉm Sơn,Công ty Cổ phần Xi măng Bỉm Sơn,STX
1638,BCB,UPCOM,STOCK,Công ty 397,Công ty Cổ phần 397,UPX
1639,BCA,UPCOM,STOCK,Công ty B.C.H,Công ty cổ phần B.C.H,UPX
1640,BBT,UPCOM,STOCK,Bông Bạch Tuyết,Công ty Cổ phần Bông Bạch Tuyết,UPX
1641,BBS,HNX,STOCK,Bao bì Xi măng Bút Sơn,Công ty Cổ phần VICEM Bao bì Bút Sơn,STX
1642,BBM,UPCOM,STOCK,Bia Hà Nội - Nam Định,Công ty Cổ phần Bia Hà Nội - Nam Định,UPX
1643,BBH,UPCOM,STOCK,Bao bì Hoàng Thạch,Công ty Cổ phần Bao bì Hoàng Thạch,UPX
1644,BBC,HSX,STOCK,Bánh kẹo BIBICA,Công ty Cổ phần Bibica,STO
1645,BAX,HNX,STOCK,Công ty Thống Nhất,Công ty Cổ phần Thống Nhất,STX
1646,BAL,UPCOM,STOCK,Bao bì Balpac,Công ty Cổ phần Bao bì Bia - Rượu - Nước giải khát,UPX
1647,BAF,HSX,STOCK,Nông nghiệp BAF Việt Nam,Công ty Cổ phần Nông nghiệp BAF Việt Nam,STO
1648,BAB,HNX,STOCK,Ngân hàng Bắc Á,Ngân hàng Thương mại Cổ phần Bắc Á,STX
1649,B82,DELISTED,STOCK,Công ty 482,Công ty Cổ phần 482,
1650,AVG,UPCOM,STOCK,Phân Bón Quốc Tế Âu Việt,Công ty Cổ phần Phân Bón Quốc Tế Âu Việt,UPX
1651,AVF,UPCOM,STOCK,Thủy sản Việt An,Công ty Cổ phần Việt An,UPX
1652,AVC,UPCOM,STOCK,Thủy điện A Vương,Công ty Cổ phần Thủy điện A Vương,UPX
1653,AUM,DELISTED,STOCK,Vinacafe Sơn Thành,Công ty Cổ phần Vinacafe Sơn Thành,
1654,ATS,HNX,STOCK,Tập đoàn Đầu tư ATS,Công ty Cổ phần Tập đoàn Đầu tư ATS,STX
1655,ATG,UPCOM,STOCK,An Trường An,Công ty Cổ phần An Trường An,UPX
1656,ATB,UPCOM,STOCK,Công ty An Thịnh,Công ty Cổ phần An Thịnh,UPX
1657,ATA,UPCOM,STOCK,NTACO,Công ty Cổ phần NTACO,UPX
1658,AST,HSX,STOCK,Dịch vụ Hàng không Taseco,Công ty Cổ phần Dịch vụ Hàng không Taseco,STO
1659,ASP,HSX,STOCK,Dầu khí An Pha,Công ty Cổ phần Tập đoàn Dầu khí An Pha,STO
1660,ASM,HSX,STOCK,Tập đoàn Sao Mai,Công ty Cổ phần Tập đoàn Sao Mai,STO
1661,ASG,HSX,STOCK,Tập đoàn ASG,Công ty Cổ phần Tập đoàn ASG,STO
1662,ASA,UPCOM,STOCK,Hàng tiêu dùng ASA,Công ty Cổ phần ASA,UPX
1663,ART,UPCOM,STOCK,Chứng khoán ARTEX,Công ty Cổ phần Chứng khoán ARTEX,UPX
1664,ARM,HNX,STOCK,XNK Hàng không,Công ty Cổ phần Xuất nhập khẩu Hàng không,STX
1665,APT,UPCOM,STOCK,Thủy hải sản Sài Gòn,Công ty Cổ phần Kinh doanh thủy hải sản Sài Gòn,UPX
1666,APS,HNX,STOCK,CK Châu Á - TBD,Công ty Cổ phần Chứng khoán Châu Á - Thái Bình Dương,STX
1667,APP,UPCOM,STOCK,Phụ gia và SP Dầu mỏ,Công ty Cổ phần Phát triển Phụ gia và Sản phẩm dầu mỏ,UPX
1668,APL,UPCOM,STOCK,Cơ khí và Thiết bị áp lực - VVMI,Công ty Cổ phần Cơ khí và Thiết bị áp lực - VVMI,UPX
1669,API,HNX,STOCK,Đầu tư Châu Á - Thái Bình Dương,Công ty Cổ phần Đầu tư Châu Á - Thái Bình Dương,STX
1670,APH,HSX,STOCK,Tập đoàn An Phát Holdings,Công ty Cổ phần Tập đoàn An Phát Holdings,STO
1671,APG,HSX,STOCK,Chứng khoán APG,Công ty Cổ phần Chứng khoán APG,STO
1672,APF,UPCOM,STOCK,Nông sản Quảng Ngãi,Công ty Cổ phần Nông sản Thực phẩm Quảng Ngãi,UPX
1673,APC,UPCOM,STOCK,Chiếu xạ An Phú,Công ty Cổ phần Chiếu xạ An Phú,UPX
1674,ANV,HSX,STOCK,Thủy sản Nam Việt,Công ty Cổ phần Nam Việt,STO
1675,ANT,UPCOM,STOCK,Rau quả thực phẩm An Giang,Công ty Cổ phần Rau quả Thực phẩm An Giang,UPX
1676,AMV,HNX,STOCK,Dược-TB Y tế Việt Mỹ,Công ty Cổ phần Sản xuất Kinh doanh Dược và Trang thiết bị Y tế Việt Mỹ,STX
1677,AMS,UPCOM,STOCK,Xây dựng AMECC,Công ty Cổ phần Cơ khí Xây dựng AMECC,UPX
1678,AMP,UPCOM,STOCK,Armephaco,Công ty Cổ phần Armephaco,UPX
1679,AME,HNX,STOCK,Cơ điện Alphanam,Công ty cổ phần Alphanam E&C,STX
1680,AMD,UPCOM,STOCK,FLC Stone,Công ty Cổ phần Đầu tư và Khoáng sản FLC Stone,UPX
1681,AMC,HNX,STOCK,Khoáng sản Á Châu,Công ty Cổ phần Khoáng sản Á Châu,STX
1682,ALV,UPCOM,STOCK,Tập đoàn MCST,Công ty Cổ phần Tập đoàn MCST,UPX
1683,ALT,HNX,STOCK,Văn hóa Tân Bình,Công ty Cổ phần Văn hóa Tân Bình,STX
1684,AIG,UPCOM,STOCK,Nguyên liệu Á Châu AIG,Công ty Cổ phần Nguyên liệu Á Châu AIG,UPX
1685,AIC,UPCOM,STOCK,Bảo hiểm DBV,Công ty Cổ phần Tập đoàn Bảo hiểm DBV,UPX
1686,AGX,UPCOM,STOCK,Nông sản Xuất khẩu Sài Gòn,Công ty Cổ phần Thực phẩm Nông sản Xuất khẩu Sài Gòn,UPX
1687,AGR,HSX,STOCK,Agriseco,Công ty Cổ phần Chứng khoán AGRIBANK,STO
1688,AGP,UPCOM,STOCK,Dược phẩm AGIMEXPHARM,Công ty Cổ phần Dược phẩm AGIMEXPHARM,UPX
1689,AGM,UPCOM,STOCK,XNK An Giang,Công ty Cổ phần Xuất nhập khẩu An Giang,UPX
1690,AGG,HSX,STOCK,Bất động sản An Gia,Công ty Cổ phần Đầu tư và Phát triển Bất động sản An Gia,STO
1691,AGF,UPCOM,STOCK,Thủy sản An Giang,Công ty Cổ phần Xuất nhập khẩu Thủy sản An Giang,UPX
1692,AGE,DELISTED,STOCK,Môi trường Đô thị An Giang,Công ty Cổ phần Môi trường Đô thị An Giang,
1693,AG1,UPCOM,STOCK,28.1 JSC,Công ty Cổ phần 28.1,UPX
1694,AFX,UPCOM,STOCK,XNK Nông sản Thực phẩm An Giang,Công ty Cổ phần Xuất Nhập khẩu Nông sản Thực phẩm An Giang,UPX
1695,ADS,HSX,STOCK,Dệt sợi DAMSAN,Công ty Cổ phần DAMSAN,STO
1696,ADP,HSX,STOCK,Sơn Á Đông,Công ty Cổ phần Sơn Á Đông,STO
1697,ADG,HSX,STOCK,Clever Group,Công ty Cổ phần Clever Group,STO
1698,ADC,HNX,STOCK,Mĩ thuật và Truyền thông,Công ty Cổ phần Mĩ thuật và Truyền thông,STX
1699,ACV,UPCOM,STOCK,Cảng Hàng không VN,Tổng Công ty Cảng Hàng không Việt Nam - CTCP,UPX
1700,ACS,UPCOM,STOCK,Xây lắp Thương mại 2,Công ty Cổ phần Xây lắp Thương mại 2,UPX
1701,ACM,UPCOM,STOCK,Tập đoàn Khoáng sản Á Cường,Công ty Cổ phần Tập đoàn Khoáng sản Á Cường,UPX
1702,ACL,HSX,STOCK,Thủy sản CL An Giang,Công ty Cổ phần Xuất nhập khẩu Thủy sản Cửu Long An Giang,STO
1703,ACG,HSX,STOCK,Gỗ An Cường,Công ty Cổ phần Gỗ An Cường,STO
1704,ACE,UPCOM,STOCK,Bê tông An Giang,Công ty Cổ phần Bê tông ly tâm An Giang,UPX
1705,ACC,HSX,STOCK,Đầu tư và XD Bình Dương ACC,Công ty Cổ phần Đầu tư và Xây dựng Bình Dương ACC,STO
1706,ACB,HSX,STOCK,ACB,Ngân hàng Thương mại Cổ phần Á Châu,STO
1707,ABW,UPCOM,STOCK,Chứng khoán An Bình,Công ty Cổ phần Chứng khoán An Bình,UPX
1708,ABT,HSX,STOCK,Thủy sản Bến Tre,Công ty Cổ phần Xuất nhập khẩu Thủy sản Bến Tre,STO
1709,ABS,HSX,STOCK,DV Nông nghiệp Bình Thuận,Công ty Cổ phần Dịch vụ Nông nghiệp Bình Thuận,STO
1710,ABR,HSX,STOCK,Đầu tư Nhãn Hiệu Việt,Công ty Cổ phần Đầu tư Nhãn Hiệu Việt,STO
1711,ABI,UPCOM,STOCK,BH NH Nông Nghiệp,Công ty Cổ phần Bảo hiểm Ngân hàng Nông Nghiệp,UPX
1712,ABC,UPCOM,STOCK,Truyền thông VMG,Công ty Cổ phần Truyền thông VMG,UPX
1713,ABB,UPCOM,STOCK,Ngân hàng An Bình,Ngân hàng Thương mại Cổ phần An Bình,UPX
1714,AAV,HNX,STOCK,Việt Tiên Sơn Địa ốc,Công ty Cổ phần AAV Group,STX
1715,AAT,HSX,STOCK,Tập đoàn Tiên Sơn Thanh Hóa,Công ty Cổ phần Tập đoàn Tiên Sơn Thanh Hóa,STO
1716,AAS,UPCOM,STOCK,Chứng khoán SmartInvest,Công ty Cổ phần Chứng khoán SmartInvest,UPX
1717,AAM,HSX,STOCK,Thủy sản Mekong,Công ty Cổ Phần Thủy Sản MeKong,STO
1718,AAH,UPCOM,STOCK,Than Hợp Nhất,Công ty Cổ phần Hợp Nhất,UPX
1719,AAA,HSX,STOCK,An Phát Bioplastics,Công ty Cổ phần Nhựa An Phát Xanh,STO
1720,A32,UPCOM,STOCK,Công ty 32,Công ty Cổ phần 32,UPX
